Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
Sports Direct,2021-12-23,Southeast,Virginia,Women'S Apparel,65,190,12350,Outlet
West Gear,2020-02-14,West,Nevada,Men'S Athletic Footwear,64,182,11648,Online
Sports Direct,2021-10-12,South,Texas,Women'S Street Footwear,63,176,11088,Online
West Gear,2021-06-11,West,Utah,Women'S Apparel,32,190,6080,Outlet
West Gear,2020-05-21,West,Colorado,Men'S Athletic Footwear,64,182,11648,Online
Sports Direct,2021-10-15,South,Texas,Women'S Apparel,67,176,11792,Online
West Gear,2021-11-24,West,Oregon,Men'S Street Footwear,34,190,6460,Outlet
West Gear,2020-06-30,West,Washington,Women'S Apparel,98,182,17836,Online
Sports Direct,2021-03-29,South,Tennessee,Men'S Athletic Footwear,24,176,4224,Online
Sports Direct,2021-10-04,West,Idaho,Men'S Athletic Footwear,27,190,5130,Outlet
West Gear,2020-07-02,West,Washington,Men'S Athletic Footwear,82,182,14924,Online
West Gear,2021-01-12,Southeast,Florida,Women'S Apparel,44,176,7744,Online
Foot Locker,2021-08-23,West,Arizona,Men'S Athletic Footwear,46,190,8740,Outlet
Foot Locker,2020-08-22,Southeast,Florida,Men'S Apparel,53,182,9646,Online
West Gear,2021-11-09,Northeast,New York,Women'S Apparel,68,176,11968,Online
Sports Direct,2021-06-13,Southeast,Georgia,Women'S Apparel,53,190,10070,Outlet
Sports Direct,2020-10-02,Southeast,Florida,Women'S Athletic Footwear,45,182,8190,Online
Foot Locker,2021-06-24,Southeast,Virginia,Men'S Athletic Footwear,62,176,10912,Online
Sports Direct,2020-08-05,South,Texas,Women'S Apparel,39,189,7371,Online
Sports Direct,2021-08-16,Midwest,Michigan,Women'S Apparel,45,176,7920,Online
Kohl'S,2021-03-05,Midwest,Montana,Men'S Athletic Footwear,45,182,8190,Online
Walmart,2020-08-15,South,Texas,Women'S Athletic Footwear,39,189,7371,Online
Sports Direct,2021-12-15,Midwest,Michigan,Men'S Athletic Footwear,46,176,8096,Online
Sports Direct,2021-03-11,Midwest,Montana,Men'S Athletic Footwear,29,182,5278,Online
Walmart,2020-09-02,South,Texas,Women'S Athletic Footwear,38,189,7182,Online
Kohl'S,2021-05-10,West,California,Women'S Athletic Footwear,39,195,7605,Outlet
Sports Direct,2021-09-05,West,Idaho,Men'S Street Footwear,50,176,8800,Online
West Gear,2021-01-05,West,California,Women'S Apparel,72,189,13608,Online
Kohl'S,2021-05-11,West,California,Men'S Apparel,44,195,8580,Outlet
Foot Locker,2021-12-04,West,Idaho,Women'S Street Footwear,56,176,9856,Online
Kohl'S,2021-03-09,West,California,Women'S Street Footwear,41,189,7749,Online
Sports Direct,2021-03-23,South,Tennessee,Men'S Athletic Footwear,31,195,6045,Outlet
Sports Direct,2021-04-27,South,Tennessee,Men'S Street Footwear,49,182,8918,Online
Kohl'S,2021-04-28,West,California,Women'S Athletic Footwear,44,189,8316,Online
Walmart,2021-07-16,Southeast,Florida,Women'S Apparel,75,195,14625,Outlet
Sports Direct,2021-04-29,South,Tennessee,Women'S Street Footwear,54,182,9828,Online
Kohl'S,2021-04-29,West,California,Men'S Apparel,46,189,8694,Online
Kohl'S,2021-08-26,West,New Mexico,Men'S Athletic Footwear,60,176,10560,Online
Kohl'S,2021-05-06,West,California,Women'S Apparel,61,189,11529,Online
Sports Direct,2021-06-13,Southeast,Georgia,Men'S Street Footwear,46,176,8096,Online
Sports Direct,2021-09-17,South,Alabama,Women'S Apparel,59,182,10738,Online
Foot Locker,2021-10-07,Southeast,South Carolina,Women'S Street Footwear,41,176,7216,Online
Amazon,2021-07-20,West,Alaska,Men'S Street Footwear,63,182,11466,Online
Foot Locker,2021-10-07,Southeast,South Carolina,Women'S Athletic Footwear,41,176,7216,Online
Foot Locker,2021-07-09,West,Hawaii,Men'S Athletic Footwear,81,182,14742,Online
Sports Direct,2021-08-03,Southeast,North Carolina,Men'S Apparel,53,176,9328,Online
Walmart,2021-12-09,West,Hawaii,Men'S Athletic Footwear,77,182,14014,Online
Sports Direct,2021-10-04,Southeast,North Carolina,Women'S Apparel,48,176,8448,Online
West Gear,2021-02-10,Northeast,New York,Women'S Apparel,42,182,7644,Online
Walmart,2021-07-16,South,Mississippi,Women'S Apparel,61,176,10736,Online
Kohl'S,2021-12-08,Northeast,New York,Women'S Apparel,69,182,12558,Online
Walmart,2021-10-18,South,Mississippi,Men'S Street Footwear,32,176,5632,Online
Foot Locker,2021-06-24,Southeast,Virginia,Women'S Apparel,96,182,17472,Online
Sports Direct,2021-01-23,South,Mississippi,Men'S Street Footwear,24,176,4224,Online
Foot Locker,2021-07-23,Southeast,Virginia,Women'S Street Footwear,86,182,15652,Online
Foot Locker,2021-12-16,Northeast,West Virginia,Men'S Street Footwear,60,176,10560,Online
Amazon,2021-08-11,Northeast,Vermont,Men'S Street Footwear,58,176,10208,Online
Kohl'S,2021-05-12,West,California,Women'S Apparel,59,189,11151,Online
Sports Direct,2020-07-23,South,Texas,Men'S Apparel,26,176,4576,Outlet
Kohl'S,2021-05-24,West,California,Women'S Apparel,59,189,11151,Online
Kohl'S,2021-03-22,West,California,Women'S Athletic Footwear,36,176,6336,Outlet
Foot Locker,2021-02-18,Midwest,Michigan,Men'S Street Footwear,29,182,5278,Online
Sports Direct,2021-08-11,Midwest,Illinois,Men'S Street Footwear,20,189,3780,Online
West Gear,2020-02-03,West,Nevada,Women'S Street Footwear,46,176,8096,Outlet
West Gear,2021-06-11,West,Utah,Men'S Street Footwear,28,182,5096,Online
Sports Direct,2021-10-18,South,Texas,Women'S Street Footwear,62,189,11718,Online
Sports Direct,2021-05-18,South,Tennessee,Women'S Athletic Footwear,44,176,7744,Outlet
Foot Locker,2021-01-05,South,Louisiana,Men'S Street Footwear,19,182,3458,Online
West Gear,2020-02-01,West,Nevada,Men'S Street Footwear,56,189,10584,Online
Foot Locker,2021-11-24,Southeast,Virginia,Women'S Apparel,60,176,10560,Outlet
Sports Direct,2021-09-05,West,Idaho,Women'S Street Footwear,56,182,10192,Online
West Gear,2020-03-10,West,Nevada,Men'S Athletic Footwear,62,189,11718,Online
Sports Direct,2021-12-23,Southeast,Virginia,Women'S Athletic Footwear,51,176,8976,Outlet
Sports Direct,2021-11-05,West,Idaho,Men'S Street Footwear,33,182,6006,Online
West Gear,2020-04-14,West,Colorado,Men'S Street Footwear,54,189,10206,Online
Sports Direct,2021-01-19,Southeast,Virginia,Women'S Street Footwear,18,176,3168,Outlet
Kohl'S,2021-12-25,West,New Mexico,Men'S Athletic Footwear,61,182,11102,Online
West Gear,2020-04-27,West,Colorado,Men'S Athletic Footwear,73,189,13797,Online
West Gear,2021-05-18,South,Louisiana,Men'S Street Footwear,32,176,5632,Outlet
Sports Direct,2021-07-03,Northeast,Connecticut,Men'S Street Footwear,42,195,8190,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Men'S Street Footwear,53,182,9646,Online
West Gear,2020-04-24,Southeast,Florida,Women'S Athletic Footwear,38,189,7182,Online
West Gear,2021-04-05,West,Idaho,Women'S Apparel,23,176,4048,Outlet
Amazon,2021-06-12,Northeast,Vermont,Men'S Street Footwear,47,195,9165,Outlet
Foot Locker,2021-04-06,Southeast,South Carolina,Men'S Athletic Footwear,34,182,6188,Online
Sports Direct,2020-10-03,Southeast,Florida,Men'S Apparel,57,189,10773,Online
Kohl'S,2021-11-26,West,New Mexico,Men'S Street Footwear,47,176,8272,Outlet
West Gear,2020-11-02,South,Texas,Men'S Athletic Footwear,49,194,9506,Online
Foot Locker,2021-04-06,Southeast,South Carolina,Women'S Street Footwear,24,182,4368,Online
Sports Direct,2021-03-22,South,Tennessee,Men'S Street Footwear,27,189,5103,Online
West Gear,2021-11-20,South,Arkansas,Men'S Street Footwear,18,176,3168,Outlet
West Gear,2021-02-14,West,California,Women'S Athletic Footwear,51,194,9894,Online
Foot Locker,2021-05-05,Southeast,South Carolina,Women'S Athletic Footwear,43,182,7826,Online
Sports Direct,2021-04-03,South,Tennessee,Men'S Street Footwear,14,189,2646,Online
Kohl'S,2021-01-16,South,Oklahoma,Men'S Street Footwear,17,176,2992,Outlet
Sports Direct,2021-09-05,South,Texas,Men'S Athletic Footwear,29,194,5626,Online
Sports Direct,2021-05-02,Southeast,North Carolina,Men'S Athletic Footwear,42,182,7644,Online
West Gear,2020-04-24,Southeast,Florida,Men'S Athletic Footwear,54,194,10476,Online
Foot Locker,2021-06-08,Northeast,Rhode Island,Men'S Street Footwear,36,176,6336,Outlet
Sports Direct,2021-06-04,Southeast,North Carolina,Men'S Athletic Footwear,42,182,7644,Online
Foot Locker,2021-06-07,Midwest,Illinois,Men'S Athletic Footwear,45,175,7875,Outlet
Sports Direct,2021-07-02,Southeast,North Carolina,Men'S Apparel,59,182,10738,Online
Sports Direct,2021-05-10,South,Tennessee,Men'S Athletic Footwear,29,189,5481,Online
Foot Locker,2021-06-26,Midwest,Illinois,Women'S Street Footwear,50,175,8750,Outlet
Sports Direct,2021-08-03,Southeast,North Carolina,Women'S Athletic Footwear,44,182,8008,Online
Sports Direct,2021-08-20,South,Alabama,Men'S Athletic Footwear,19,189,3591,Online
Foot Locker,2021-07-03,Midwest,Illinois,Women'S Athletic Footwear,40,175,7000,Outlet
West Gear,2021-07-08,Northeast,New York,Women'S Apparel,66,194,12804,Online
Walmart,2021-09-19,South,Arkansas,Men'S Street Footwear,48,182,8736,Online
Sports Direct,2021-08-26,South,Alabama,Men'S Athletic Footwear,19,189,3591,Online
Foot Locker,2021-07-04,Midwest,Illinois,Men'S Apparel,50,175,8750,Outlet
Sports Direct,2021-12-05,Southeast,South Carolina,Women'S Athletic Footwear,59,194,11446,Online
Sports Direct,2021-09-02,South,Alabama,Women'S Street Footwear,44,189,8316,Online
West Gear,2021-07-19,South,Oklahoma,Men'S Street Footwear,50,182,9100,Online
Foot Locker,2021-07-21,Midwest,Illinois,Women'S Athletic Footwear,40,175,7000,Outlet
Amazon,2021-06-22,West,Alaska,Men'S Street Footwear,59,189,11151,Online
Amazon,2021-01-13,Southeast,North Carolina,Men'S Street Footwear,32,194,6208,Online
Kohl'S,2021-07-12,Midwest,Kansas,Men'S Street Footwear,51,182,9282,Online
Foot Locker,2021-07-22,Midwest,Illinois,Men'S Apparel,50,175,8750,Outlet
Walmart,2021-12-09,West,Hawaii,Men'S Street Footwear,68,189,12852,Online
Foot Locker,2021-05-16,South,Mississippi,Men'S Street Footwear,39,194,7566,Online
West Gear,2021-07-16,Northeast,West Virginia,Men'S Street Footwear,55,182,10010,Online
Foot Locker,2021-08-02,Midwest,Illinois,Women'S Athletic Footwear,50,175,8750,Outlet
Walmart,2021-07-16,Southeast,Florida,Women'S Street Footwear,86,189,16254,Online
Sports Direct,2021-12-16,South,Mississippi,Men'S Street Footwear,68,194,13192,Online
Foot Locker,2021-07-13,Northeast,Delaware,Men'S Street Footwear,53,182,9646,Online
Walmart,2021-08-17,Southeast,Florida,Women'S Street Footwear,78,189,14742,Online
Amazon,2021-07-10,Northeast,Vermont,Men'S Street Footwear,54,182,9828,Online
West Gear,2021-01-12,Southeast,Florida,Men'S Athletic Footwear,44,189,8316,Online
Kohl'S,2021-04-06,West,California,Women'S Apparel,33,194,6402,Outlet
West Gear,2021-01-04,West,California,Men'S Apparel,49,182,8918,Outlet
Foot Locker,2021-08-24,Southeast,Virginia,Women'S Street Footwear,69,189,13041,Online
Kohl'S,2021-03-10,West,California,Women'S Athletic Footwear,33,182,6006,Outlet
Sports Direct,2021-07-15,Midwest,Michigan,Men'S Athletic Footwear,53,189,10017,Online
Kohl'S,2021-04-22,West,California,Women'S Athletic Footwear,32,194,6208,Outlet
Sports Direct,2021-09-07,South,Texas,Women'S Athletic Footwear,27,182,4914,Outlet
West Gear,2021-06-24,West,Oregon,Women'S Street Footwear,78,189,14742,Online
Sports Direct,2021-08-13,South,Alabama,Men'S Street Footwear,23,194,4462,Outlet
West Gear,2020-01-14,West,Nevada,Men'S Street Footwear,31,182,5642,Outlet
West Gear,2021-06-24,West,Oregon,Women'S Apparel,95,189,17955,Online
Sports Direct,2021-08-14,South,Alabama,Men'S Athletic Footwear,32,194,6208,Outlet
West Gear,2020-02-02,West,Nevada,Men'S Athletic Footwear,51,182,9282,Outlet
West Gear,2021-07-16,South,Louisiana,Men'S Apparel,86,189,16254,Online
West Gear,2021-04-11,West,Utah,Men'S Street Footwear,20,194,3880,Outlet
Sports Direct,2021-04-19,South,Tennessee,Men'S Apparel,33,182,6006,Outlet
West Gear,2021-08-17,South,Louisiana,Women'S Street Footwear,70,189,13230,Online
Foot Locker,2021-12-16,South,Louisiana,Women'S Apparel,59,194,11446,Outlet
West Gear,2021-07-10,West,Utah,Men'S Athletic Footwear,20,182,3640,Outlet
Sports Direct,2021-11-05,West,Idaho,Men'S Athletic Footwear,32,189,6048,Online
Sports Direct,2021-11-05,West,Idaho,Women'S Apparel,51,194,9894,Outlet
Kohl'S,2021-10-26,West,New Mexico,Men'S Athletic Footwear,38,182,6916,Outlet
Sports Direct,2021-12-12,Southeast,Georgia,Men'S Athletic Footwear,58,189,10962,Online
West Gear,2021-03-19,South,Oklahoma,Men'S Street Footwear,14,182,2548,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Men'S Apparel,47,189,8883,Online
Sports Direct,2021-03-03,Northeast,Connecticut,Men'S Street Footwear,26,182,4732,Outlet
Foot Locker,2021-06-23,West,Arizona,Men'S Street Footwear,37,194,7178,Outlet
Foot Locker,2021-02-07,Southeast,South Carolina,Men'S Apparel,49,189,9261,Online
Foot Locker,2021-08-07,Northeast,Rhode Island,Men'S Street Footwear,38,182,6916,Outlet
Foot Locker,2021-10-30,Northeast,Pennsylvania,Women'S Street Footwear,35,175,6125,Outlet
Foot Locker,2021-03-05,Southeast,South Carolina,Women'S Apparel,32,189,6048,Online
Walmart,2020-09-08,South,Texas,Women'S Athletic Footwear,47,181,8507,Online
Foot Locker,2021-11-05,Northeast,Pennsylvania,Women'S Street Footwear,40,175,7000,Outlet
Foot Locker,2021-10-07,Southeast,South Carolina,Men'S Apparel,52,189,9828,Online
Foot Locker,2021-11-08,Northeast,Pennsylvania,Women'S Apparel,50,175,8750,Outlet
Foot Locker,2021-12-12,Northeast,Pennsylvania,Women'S Athletic Footwear,45,175,7875,Outlet
West Gear,2021-07-02,Midwest,Wisconsin,Women'S Athletic Footwear,40,175,7000,In-Store
Sports Direct,2021-01-06,Southeast,South Carolina,Women'S Street Footwear,24,189,4536,Online
West Gear,2021-08-03,Midwest,Wisconsin,Men'S Apparel,50,175,8750,In-Store
Foot Locker,2020-10-31,Midwest,Minnesota,Women'S Street Footwear,30,175,5250,In-Store
West Gear,2021-03-09,Midwest,Indiana,Men'S Apparel,35,175,6125,In-Store
Sports Direct,2021-04-03,Southeast,North Carolina,Women'S Apparel,32,189,6048,Online
Foot Locker,2020-11-03,Midwest,Minnesota,Women'S Apparel,40,175,7000,In-Store
West Gear,2021-05-11,Midwest,Indiana,Women'S Athletic Footwear,35,175,6125,In-Store
Foot Locker,2021-01-20,Southeast,Kentucky,Men'S Street Footwear,29,189,5481,Online
Foot Locker,2020-11-09,Midwest,Minnesota,Women'S Apparel,40,175,7000,In-Store
West Gear,2021-06-10,Midwest,Indiana,Women'S Athletic Footwear,30,175,5250,In-Store
Sports Direct,2021-02-21,South,Mississippi,Men'S Street Footwear,24,189,4536,Online
Foot Locker,2020-11-17,Midwest,Minnesota,Men'S Athletic Footwear,40,175,7000,Outlet
West Gear,2021-08-20,South,Oklahoma,Men'S Street Footwear,56,189,10584,Online
West Gear,2021-06-10,Midwest,Indiana,Men'S Apparel,40,175,7000,In-Store
Foot Locker,2020-11-18,Midwest,Minnesota,Women'S Street Footwear,35,175,6125,Outlet
Kohl'S,2021-08-13,Midwest,Kansas,Men'S Street Footwear,56,189,10584,Online
West Gear,2021-07-09,Midwest,Indiana,Women'S Athletic Footwear,45,175,7875,In-Store
Foot Locker,2020-11-25,Midwest,Minnesota,Women'S Athletic Footwear,40,175,7000,Outlet
West Gear,2021-08-10,Midwest,Indiana,Men'S Apparel,50,175,8750,In-Store
West Gear,2021-09-11,Midwest,Indiana,Women'S Street Footwear,25,175,4375,In-Store
West Gear,2021-01-23,West,California,Women'S Apparel,76,181,13756,Online
West Gear,2021-02-17,Northeast,West Virginia,Women'S Athletic Footwear,35,175,6125,In-Store
Foot Locker,2020-12-01,Midwest,Minnesota,Women'S Athletic Footwear,35,175,6125,Outlet
Foot Locker,2021-06-15,Northeast,Delaware,Men'S Street Footwear,51,189,9639,Online
Kohl'S,2021-04-18,West,California,Women'S Apparel,64,181,11584,Online
Foot Locker,2020-12-25,Midwest,Minnesota,Women'S Athletic Footwear,45,175,7875,Outlet
Sports Direct,2021-07-03,Northeast,Connecticut,Men'S Street Footwear,54,189,10206,Online
Sports Direct,2021-09-28,South,Texas,Men'S Street Footwear,53,181,9593,Online
Foot Locker,2021-05-29,Midwest,Nebraska,Women'S Street Footwear,25,175,4375,Outlet
Walmart,2020-09-13,South,Texas,Women'S Street Footwear,48,188,9024,Online
Foot Locker,2021-06-22,Midwest,Nebraska,Women'S Street Footwear,30,175,5250,Outlet
West Gear,2020-12-28,West,California,Women'S Athletic Footwear,54,188,10152,Online
Sports Direct,2021-10-10,South,Texas,Men'S Street Footwear,38,181,6878,Online
West Gear,2021-01-21,West,California,Women'S Athletic Footwear,59,188,11092,Online
West Gear,2021-01-22,West,California,Men'S Apparel,69,188,12972,Online
West Gear,2020-04-19,West,Colorado,Women'S Apparel,83,181,15023,Online
Foot Locker,2021-06-29,Midwest,Nebraska,Women'S Athletic Footwear,35,175,6125,Outlet
Foot Locker,2021-06-30,Midwest,Nebraska,Men'S Apparel,45,175,7875,Outlet
Sports Direct,2021-03-17,South,Tennessee,Men'S Athletic Footwear,33,181,5973,Online
Sports Direct,2021-04-26,South,Tennessee,Women'S Apparel,53,181,9593,Online
Amazon,2021-10-25,Northeast,Maine,Men'S Athletic Footwear,40,175,7000,Outlet
Kohl'S,2021-04-06,West,California,Women'S Apparel,41,188,7708,Online
West Gear,2021-06-10,Northeast,New York,Women'S Apparel,69,181,12489,Online
Amazon,2021-11-07,Northeast,Maine,Women'S Street Footwear,45,175,7875,Outlet
West Gear,2020-04-21,West,Colorado,Men'S Athletic Footwear,67,188,12596,Online
Sports Direct,2021-04-16,Midwest,Michigan,Men'S Street Footwear,32,181,5792,Online
Amazon,2021-11-14,Northeast,Maine,Women'S Athletic Footwear,45,175,7875,Outlet
West Gear,2020-06-26,West,Washington,Men'S Athletic Footwear,74,188,13912,Online
West Gear,2020-07-26,West,Washington,Men'S Athletic Footwear,60,188,11280,Online
West Gear,2021-03-16,Northeast,West Virginia,Women'S Athletic Footwear,25,175,4375,In-Store
West Gear,2020-07-31,West,Washington,Men'S Street Footwear,78,188,14664,Online
Amazon,2021-11-20,Northeast,Maine,Women'S Athletic Footwear,45,175,7875,Outlet
West Gear,2021-04-17,Northeast,West Virginia,Women'S Athletic Footwear,25,175,4375,In-Store
Amazon,2021-12-24,Northeast,Maine,Women'S Athletic Footwear,45,175,7875,Outlet
West Gear,2021-10-17,Northeast,West Virginia,Women'S Street Footwear,35,175,6125,In-Store
West Gear,2020-04-24,Southeast,Florida,Women'S Street Footwear,47,188,8836,Online
Amazon,2021-02-22,West,Alaska,Women'S Athletic Footwear,50,175,8750,Outlet
West Gear,2021-10-17,Northeast,West Virginia,Women'S Athletic Footwear,35,175,6125,In-Store
West Gear,2021-10-17,Northeast,West Virginia,Men'S Apparel,45,175,7875,In-Store
Kohl'S,2021-02-09,Midwest,Montana,Men'S Athletic Footwear,54,188,10152,Online
West Gear,2021-02-22,Northeast,West Virginia,Women'S Street Footwear,25,175,4375,In-Store
Foot Locker,2021-01-10,West,Alaska,Men'S Apparel,50,175,8750,Outlet
Sports Direct,2021-08-14,South,Alabama,Men'S Athletic Footwear,36,188,6768,Online
West Gear,2021-03-20,Northeast,Maryland,Women'S Street Footwear,25,175,4375,In-Store
Foot Locker,2021-05-25,Southeast,Virginia,Men'S Apparel,45,175,7875,In-Store
Sports Direct,2021-09-20,South,Alabama,Women'S Street Footwear,59,188,11092,Online
West Gear,2021-03-20,Northeast,Maryland,Women'S Apparel,35,175,6125,In-Store
West Gear,2021-04-11,West,Utah,Men'S Street Footwear,27,181,4887,Online
West Gear,2021-05-25,West,Oregon,Men'S Apparel,45,175,7875,In-Store
West Gear,2021-05-20,Northeast,Maryland,Men'S Athletic Footwear,45,175,7875,In-Store
Sports Direct,2021-09-05,West,Idaho,Women'S Apparel,49,181,8869,Online
Foot Locker,2021-06-22,Northeast,Maryland,Women'S Street Footwear,40,175,7000,In-Store
Sports Direct,2021-07-20,Northeast,Maryland,Men'S Apparel,50,175,8750,In-Store
West Gear,2021-02-17,South,Louisiana,Men'S Apparel,50,175,8750,In-Store
Foot Locker,2021-11-21,Northeast,Maryland,Men'S Athletic Footwear,50,175,8750,In-Store
Foot Locker,2021-12-22,West,Arizona,Men'S Street Footwear,44,181,7964,Online
West Gear,2021-04-17,South,Louisiana,Men'S Apparel,45,175,7875,In-Store
Foot Locker,2021-12-20,Northeast,Maryland,Women'S Athletic Footwear,50,175,8750,In-Store
